Name, Operon, Challenge, WT
yjdJ,yjdIJ,77.78,24.77
yjdK,yjdKO,85.79,364.36
yjdL,yjdL,55.34,23.19
yjdM,yjdM,50.56,40.26
yjdN,yjdN,28.69,60.93
yjdP,yjdP,51.48,184.46
yjeA,yjeA,95.53,165.97
yjeE,yjeFE-amiB-mutL-miaA-hfq-hflXKC,18.38,29.28
yjeE,yjeE-amiB-mutL-miaA-hfq-hflXKC,18.38,29.28
yjeF,yjeFE-amiB-mutL-miaA-hfq-hflXKC,19.2,13.11
yjeH,yjeH,199.33,247.51
yjeI,yjeI,23.99,38.21
yjeJ,yjeJ,473.5,963.99
yjeK,yjeK,70.16,98.59
yjeM,yjeM,22.6,36
yjeN,yjeNO,40.45,64.41
yjeO,yjeNO,175.27,236.18
yjeP,psd-yjeP,65.16,71.22
yjeT,yjeT,128.69,170.79
yjeV,yjeV,943.74,1377.74
yjfC,yjfKLMC,29.19,52.29
yjfF,ytfQRT-yjfF,93.81,162.98
yjfI,yjfIJ,21.13,0
yjfI,nsrR-rnr-rlmB-yjfI,21.13,0
yjfJ,yjfIJ,30.38,19.35
yjfK,yjfKLMC,32.17,30.74
yjfL,yjfKLMC,21.29,16.95
yjfM,yjfKLMC,6.65,10.58
yjfN,yjfN,677.03,686.15
yjfP,yjfP,373.72,486.97
yjfY,yjfY,46.16,49.01
yjfZ,yjfZ,64.1,153.14
yjgA,yjgA,123.1,245.05
yjgB,yjgB,137.4,119.36
yjgF,yjgF,625.5,367.01
yjgH,yjgH,21.45,85.4
yjgL,yjgL,0,0
yjgM,yjgM,50.56,147.62
yjgN,yjgN,3.55,28.25
yjgR,yjgR,25.43,27
yjgX_2,yjgX_1X_2,170.01,293.33
yjgZ,yjgZ,141.56,102.48
yjhB,yjhBC,6.97,16.66
yjhC,yjhBC,60.72,36.27
yjhD,yjhD,312.54,409.91
yjhE,yjhE,68.22,108.65
yjhF,yjhF,220.21,265.53
yjhG,yjhG,198.53,412.41
yjhG,yjhIHG,198.53,412.41
yjhH,yjhIHG,201.56,418.05
yjhI,yjhIHG,16.15,34.29
yjhP,yjhP,39.8,63.38
yjhQ,yjhXQ,23.33,99.1
yjhR,yjhR,75.29,103.55
yjhU,yjhU,64.54,82.23
yjiA,yjiA,315.07,452.31
yjiA,yjiXA,315.07,452.31
yjiC,yjiC,35.77,65.11
yjiG,yjiHG-iadA,137.88,219.59
yjiH,yjiHG-iadA,49.67,128.55
yjiJ,yjiJ,165.69,217.99
yjiK,yjiK,73.99,70.7
yjiL,yjiML,38.71,35.23
yjiL,yjiL,38.71,35.23
yjiM,yjiML,44.24,23.48
yjiN,mdtM-yjiN,53.04,132
yjiP,yjiPQ,152.17,257.03
yjiR,yjiR,120.22,162.74
yjiS,yjiS,51.48,81.98
yjiT,yjiT,33.91,49.5
yjiV,yjiV,59.28,78.3
yjiX,yjiXA,83.27,132.62
yjiY,yjiY,33.56,40.88
yjjA,yjjA,111.53,204.95
yjjA,dnaTC-yjjA,111.53,204.95
yjjA,yjjB-dnaTC-yjjA,111.53,204.95
yjjB,yjjB-dnaTC,116.47,114.15
yjjB,yjjB-dnaTC-yjjA,116.47,114.15
yjjG,holD-rimI-yjjG,81.43,159.61
yjjI,yjjI,325.84,462.24
yjjJ,yjjJ,76.52,218.34
yjjK,yjjK,104.39,231.13
yjjM,yjjM,60.34,73.92
yjjN,yjjN,33.21,46.28
yjjP,yjjP,22.03,0
yjjQ,yjjQ-bglJ,23.4,37.26
yjjU,yjjUV,43.5,75.57
yjjV,yjjUV,92.56,95.38
yjjW,yjjW,68.81,46.97
yjjX,yjjX,430.48,698.76
yjjY,yjjY,68943.1,101644
yjtD,yjtD,24.73,88.6
ykfA,ykfA-yafZ,127.8,227.01
ykfB,ykfBF-yafX-ykfGH-yafW-ykfI,362.98,260.13
ykfB,yafY-ykfBF-yafX-ykfGH-yafW-ykfI,362.98,260.13
ykfC,ykfC,130.32,274.69
ykfF,ykfBF-yafX-ykfGH-yafW-ykfI,920.15,1380.88
ykfF,yafY-ykfBF-yafX-ykfGH-yafW-ykfI,920.15,1380.88
ykfG,yafY-ykfBF-yafX-ykfGH-yafW-ykfI,498.58,453.73
ykfG,ykfBF-yafX-ykfGH-yafW-ykfI,498.58,453.73
ykfG,ykfGH-yafW-ykfL,498.58,453.73
ykfI,yafY-ykfBF-yafX-ykfGH-yafW-ykfI,695.39,1245.9
ykfI,ykfI,695.39,1245.9
ykfI,ykfBF-yafX-ykfGH-yafW-ykfI,695.39,1245.9
ykfI,ykfGH-yafW-ykfL,695.39,1245.9
ykfJ,ykfJ-prfH,0,0
ykgA,ykgA,80.71,138.43
ykgB,ykgIB,14.3,91.09
ykgB,ykgB,14.3,91.09
ykgC,ykgC,9.61,10.2
ykgD,ykgD,29.8,47.46
ykgE,ykgEFG,70.78,75.15
ykgF,ykgEFG,23.79,14.21
ykgG,ykgEFG,12.2,19.44
ykgH,ykgH,38.09,141.54
ykgI,ykgIB,17.92,0
ykgJ,ykgJ,244.51,307.43
ykgL,ykgL,74.51,118.66
ykgM,ykgMO,64.35,0
ykgO,ykgMO,30.12,287.81
ykgR,ykgR,83.27,66.31
ykiA,ykiA,37.25,138.43
ylaB,ylaB,117.74,178.79
ylaC,ylaC,243.45,129.24
ylbE_1,fdrA-ylbE_1E_2F-ybcF,23.61,16.12
ylbE_2,fdrA-ylbE_1E_2F-ybcF,23.61,16.12
ylbF,fdrA-ylbE_1E_2F-ybcF,15.61,8.29
ylcG,ybcN-ninE-ybcO-rusA-ylcG,0,0
yliE,yliEF,21.7,11.52
yliF,yliEF,73.5,142.5
yliI,yliI,273.99,424.23
ymbA,ymbA,210.84,239.84
ymcE,ymcE-gnsA,91.92,29.28
ymdA,ymdA,13.61,173.42
ymdB,ymdBC,167.01,151.99
ymdC,ymdBC,92.58,180.74
ymdC,ymdC,92.58,180.74
ymdE,ymdE-ycdU,12.42,19.78
ymfA,ymfA-ycfZ,27.58,87.84
ymfD,ymfD,63.77,40.62
ymfD,ymfED,63.77,40.62
ymfE,ymfED,66.26,19.19
ymfI,ymfI,26101.8,44140.6
ymfJ,ymfJ,2460.14,3217.58
ymfK,ymfK,25.17,40.08
ymfL,ymfTLMNROPQ-ycfK-ymfS,1491.72,242.42
ymfM,ymfTLMNROPQ-ycfK-ymfS,62.64,39.9
ymfN,ymfTLMNROPQ-ycfK-ymfS,14.98,17.89
ymfO,ymfTLMNROPQ-ycfK-ymfS,10.31,0
ymfP,ymfTLMNROPQ-ycfK-ymfS,5.44,0
ymfQ,ymfTLMNROPQ-ycfK-ymfS,21.78,57.81
ymfR,ymfTLMNROPQ-ycfK-ymfS,0,0
ymfS,ymfTLMNROPQ-ycfK-ymfS,61.55,81.68
ymgA,ycgZ-ymgA-ariR-ymgC,93.34,24.77
ymgA,ymgA-ariR,93.34,24.77
ymgC,ymgC,85.28,54.33
ymgC,ycgZ-ymgA-ariR-ymgC,85.28,54.33
ymgD,ymgGD,77.22,61.49
ymgE,ymgE,33.31,79.57
ymgF,ymgF,77.57,61.77
ymiA,ymiA-yciX,32.92,0
ymjA,ymjA,86.32,219.95
ynaA,ynaA-lomR_1,204.83,326.21
ynaE,ynaE,72.6,144.52
ynaI,ynaI,156.38,275.26
ynaJ,ynaJ,378.59,655.38
ynaK,ynaK-ydaY,0,0
ynbA,ynbABCD,0,22.32
ynbB,ynbABCD,4.73,7.54
ynbC,ynbABCD,16.91,34.63
ynbD,ynbABCD,26.28,36.62
ynbE,ydbH-ynbE-ydbL,22.83,0
yncA,yncA-ydcZ,16.37,52.13
yncD,yncD,24.23,54.67
yncE,yncE,35.99,50.95
yncG,yncG,0,10.94
yncH,yncH,0,0
yncJ,yncJ,73.54,292.79
yncK_1,yncK_1,2398.67,4007.98
yncK_2,yncK_2,2398.67,4007.98
yncL,yncL,1813.75,915.89
yneE,yneE,519.83,1263.99
yneF,yneF,22.4,35.67
yneG,yneHG,2430.13,3475.67
yneH,yneHG,32.07,51.07
yneJ,yneJ,19.26,92.02
yneK,yneK,38.05,36.36
yneM,yneM,1371.37,352.26
ynfA,ynfA,12.99,41.37
ynfB,ynfB-speG,99.34,39.55
ynfC,ynfC,358.38,856.14
ynfD,ynfD,180.42,397.85
ynfE,ynfEFGH-dmsD,96.24,209.01
ynfF,ynfEFGH-dmsD,28.03,72.55
ynfG,ynfEFGH-dmsD,27.49,0
ynfH,ynfEFGH-dmsD,29.8,23.73
ynfK,ynfK,61.02,97.18
ynfK,dgsA-ynfK,61.02,97.18
ynfL,ynfL,23.75,30.26
ynfM,ynfM,220.13,512.38
ynfN,ynfN,54.45,43.36
ynhG,ynhG,329.6,558.58
yniA,yniA,414.32,526.31
yniB,yniB,988.55,1461.01
yniC,yniC,95.22,161.76
yniD,yniD,39.32,62.62
ynjA,ydjXYZ-ynjABCD,30.94,0
ynjB,ydjXYZ-ynjABCD,18.2,46.36
ynjC,ydjXYZ-ynjABCD,24.88,39.63
ynjD,ydjXYZ-ynjABCD,45.46,20.68
ynjE,ynjE,185.07,263.71
ynjF,ynjF,75.23,196.04
ynjH,ynjH,202.23,247.75
ynjI,ynjI,77.51,201.41
yoaA,yoaA,55.56,60.17
yoaB,yoaB,36.93,39.21
yoaC,yoaC,297.28,405.81
yoaD,yoaD,159.36,304.55
yoaE,yoaE,212.75,225.88
yoaF,yoaF,333.08,530.47
yoaG,yeaR-yoaG,0,147.84
yoaH,yoaH,660.62,413.32
yobA,yobA-yebZY,67.95,36.07
yobB,yobB-exoX,32.32,82.36
yobD,yobD,18.5,117.88
yobF,yobF-cspC,1916.97,986.34
yodB,yodB,167.95,101.9
yodC,yodC,116.03,73.92
yodD,yodD,782.31,148.32
yoeB,yefM-yoeB,99.93,159.14
yohC,yohC,65,69.02
yohD,yohD,190.7,256.99
yohF,yohF,178.34,310.66
yohJ,yohJK,53.22,50.85
yohK,yohJK,91.53,126.33
yohO,yohO,786.45,1628.24
yojI,yojI,56.83,94.62
ypdA,ypdABC,72.53,83.65
ypdB,ypdABC,179.12,386.48
ypdC,ypdABC,138.59,118.24
ypdE,fryBC-ypdFE-fryA,20.46,45.61
ypdF,fryBC-ypdFE-fryA,23.46,56.05
ypdI,ypdI,1492.54,1249.77
ypeA,ypeA-yfeZ,39.88,15.88
ypeC,ypeC,2610.43,2130.39
ypfG,ypfG,1484.76,2124.92
ypfH,ypfH,364.53,425.74
ypfJ,ypfJ-tmcA,58.98,62.62
ypfM,ypfM,1274.05,112.72
yphA,yphA,30.12,47.97
yphB,yphCB,136.21,240.17
yphB,yphB,136.21,240.17
yphC,yphCB,16,6.37
yphD,yphFED,4.25,13.54
yphE,yphFED,81.45,120.78
yphF,yphFED,12.95,20.62
yphG,yphG,24.59,37.09
yphH,yphH,28.45,79.3
ypjA,ypjA,73.24,138.78
ypjC,ypjC,9.27,4.92
ypjD,ypjD,58.98,179.33
ypjF,yfjXY-ypjJ-yfjZ-ypjF,180.17,102.48
ypjK,yfjR-ypjK-yfjST,35.84,142.69
yqaA,yqaBA,39.6,47.3
yqaB,yqaBA,29.96,71.57
yqaE,yqaE,80.13,85.08
yqcA,yqcA,47.19,0
yqcA,yqcC-truC-yqcA,47.19,0
yqcC,yqcC-truC-yqcA,38.61,122.97
yqcE,yqcE-ygcE,46.52,79.38
yqeA,yqeA,27.31,43.5
yqeB,yqeB,20.89,24.96
yqeC,yqeC,5.51,26.32
yqeF,yqeF,39.52,22.89
yqeG,yqeG,120.84,115.47
yqeH,yqeH,26.84,10.68
yqeI,yqeIJ,15.73,50.1
yqeJ,yqeIJ,26.38,14
yqeK,yqeK,39.88,79.38
yqfA,yqfA,218.78,174.21
yqfB,yqfB,272.23,390.2
yqfE,yqfE,26.46,42.14
yqgA,yqgA,65.98,76.42
yqgB,yqgB,96.52,51.24
yqgC,yqgC,3086.81,6544.29
yqgE,yqgEF,128.01,155.9
yqgF,yqgEF,122.21,194.63
yqhA,yqhA,1149.65,2637.07
yqhC,yqhC,226.32,254.43
yqhD,yqhD-dkgA,65.67,81.35
yqhG,yqhG,160.34,262.66
yqhH,yqhH,49.38,131.08
yqiA,nudF-yqiB-cpdA-yqiA-parE,43.78,11.62
yqiB,nudF-yqiB-cpdA-yqiA-parE,592.35,623.58
yqiC,yqiC,204.31,371.87
yqiG,insC-5D-5-yqiGHI-insCD-5,0,0
yqiH,insC-5D-5-yqiGHI-insCD-5,158.55,225.45
yqiI,insC-5D-5-yqiGHI-insCD-5,773.6,1232.03
yqiJ,yqiJK,40.45,85.89
yqiK,yqiJK,145.65,211.61
yqjA,yqjA-mzrA,25.62,20.4
yqjC,yqjCDEK,368.29,73.32
yqjD,yqjCDEK,263.69,0
yqjE,yqjCDEK,167.78,16.7
yqjF,yqjF,86.45,103.26
yqjG,yqjG,103.27,178.17
yqjH,yqjH,22.21,8.84
yqjI,yqjI,238.2,336.01
yqjK,yqjCDEK,184.03,112.72
yraH,yraH,137.93,242.79
yraI,yraIJK,97.63,136.05
yraJ,yraIJK,583.79,908.25
yraK,yraIJK,136.12,222.97
yraN,yraN,10.72,85.4
yraP,yraP,88.48,199.62
yraQ,yraQ,118.31,123.44
yraR,yraR,66.77,85.08
yrbA,yrbA,0,106.09
yrbG,yrbG-kdsD,26.05,27.66
yrbG,yrbG-kdsDC-lptCAB,26.05,27.66
yrbL,yrbL,422.67,363.28
yrbN,yrbN-deaD,52.43,83.5
yrdA,yrdA,566.24,792.12
yrdB,yrdD-rimN-aroE-yrdB,3094.59,4797.35
yrdB,yrdB,3094.59,4797.35
yrdD,yrdD-rimN-aroE-yrdB,148.6,249.12
yrfF,yrfF,131.22,215.32
yrfG,yrfG-hslR,158.7,171.87
yrhA,yhhZ-yrhA-insA-6B-6-insAB-6,11.15,35.5
yrhB,yrhB,74.51,47.46
ysgA,ysgA,301.86,381.27
ytfA,ytfA,866.27,1564.68
ytfB,ytfB,73.11,21.17
ytfE,ytfE,467.6,856.91
ytfF,ytfF,39.57,70.02
ytfG,ytfG,34.53,62.84
ytfH,ytfH,11.15,53.26
ytfI,ytfI,104.02,172.87
ytfJ,ytfJ,604.5,450.9
ytfK,ytfK,902.71,359.41
ytfL,ytfL,214.87,367.36
ytfM,ytfMNP,83.27,101.41
ytfN,ytfMNP,116.84,195.03
ytfP,ytfMNP,99.34,177.99
ytfQ,ytfQRT-yjfF,53.25,28.27
ytfR,ytfQRT-yjfF,25.43,45
ytfT,ytfQRT-yjfF,8.28,19.78
ytjA,ytjA,131.07,125.25
ytjB,ytjB-lplA,190.94,304.09
ytjC,ytjC,1992.34,3423.49
zapA,zapA,720.67,122.97
zapB,yiiU,1208.45,1374.69
zapC,zapC,226.81,386.13
zinT,zinT,150.04,41.56
zipA,zipA,103.27,109.64
zitB,zitB,725.84,811.33
zntA,zntA,61.8,52.29
zntR,yhdN-zntR,289.1,365.16
zntR,zntR,289.1,365.16
znuA,znuA,77.38,137.73
znuB,znuCB,102.66,146.28
znuC,znuCB,50.56,80.52
zraP,zraP,99.69,301.66
zraR,zraSR,86.47,107.11
zraS,zraSR,24.3,24.19
zupT,zupT,82.3,166.03
zur,zur,2641.92,3997.79
zwf,zwf,46.04,100.81
